mets,metNames,metID,metFormulas,metCharges,metKEGGID,metHMDBID,metChEBIID,metPubChemID,metInChIString,metSmiles,metAliases,metSource,b,csense
"2agpg120[c]","2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0)",cpd15343,C18H36O9P1,-1,,,,,"",02/07/2014,"Name: 2-Acyl-sn-glycero-3-phosphoglycerol dodecanoyl|BiGG: 2agpg120|iAF1260: 2agpg120|iMA945: 2agpg120",Secondary Database,0,E
"2agpg140[c]","2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)",cpd26437,C20H40O9P1,-1,,,,,"",02/07/2014,"",,0,E
"2agpg141[c]","2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)",cpd15345,C20H38O9P1,-1,,,,,"",02/07/2014,"Name: 2-Acyl-sn-glycero-3-phosphoglycerol tetradec-7-enoyl|BiGG: 2agpg141|iAF1260: 2agpg141|iMA945: 2agpg141",Secondary Database,0,E
"2agpg160[c]","2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)",cpd25200,C22H44O9P1,-1,,,,,"",02/07/2014,"",,0,E
"2agpg161[c]","2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)",cpd15347,C22H42O9P1,-1,,,,,"",02/07/2014,"Name: 2-Acyl-sn-glycero-3-phosphoglycerol hexadec-9-enoyl|BiGG: 2agpg161|iAF1260: 2agpg161|iMA945: 2agpg161",Secondary Database,0,E
"2agpg180[c]","2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0)",cpd26427,C24H48O9P1,-1,,,,,"",02/07/2014,"",,0,E
"2agpg181[c]","2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1)",cpd15349,C24H46O9P1,-1,,,,,"",02/07/2014,"Name: 2-Acyl-sn-glycero-3-phosphoglycerol octadec-11-enoyl|BiGG: 2agpg181|iAF1260: 2agpg181|iMA945: 2agpg181",Secondary Database,0,E
"2ahbut[c]","(S)-2-Aceto-2-hydroxybutanoate",cpd00498,C6H9O4,-1,,,,,"",02/07/2014,"Name: (S)-2-aceto-2-hydroxy-butyrate; (S)-2-aceto-2-hydroxybutanoate; (S)-2-hydroxy-2-ethyl-3-oxobutanoate; 2-Aceto-2-hydroxybutanoate; 2-aceto-2-hydroxy-butanoate; 2-aceto-2-hydroxy-butyrate; S-2-Aceto-2-hydroxybutanoate; acetohydroxybutanoate; acetohydroxybutyrate; alpha-aceto-alpha-hydroxybutyrate|AraCyc: 2-ACETO-2-HYDROXY-BUTYRATE|BiGG: 2ahbut|BrachyCyc: 2-ACETO-2-HYDROXY-BUTYRATE|KEGG: C00659|MetaCyc: 2-ACETO-2-HYDROXY-BUTYRATE",Primary Database,0,E
"2aobut[c]","L-2-amino-3-oxobutanoic acid",cpd02211,C4H7NO3,0,C03508,HMDB06454,40673,440033,"InChI=1S/C4H7NO3/c1-2(6)3(5)4(7)8/h3H,5H2,1H3,(H,7,8)/t3-/m0/s1",02/07/2014,"Name: (S)-2-Amino-3-oxobutanoic acid; 2-amino-3-ketobutyrate; 2-amino-3-oxobutanoate; 2-amino-3-oxobutyrate; 2-amino-acetoacetate; 3-keto-L-threonine; L-2-Amino-3-oxobutanoate; L-2-Amino-3-oxobutanoic acid; L-2-Amino-acetoacetate; L-2-amino-3-ketobutyrate; L-2-amino-3-oxobutanoate; L-2-amino-3-oxobutyrate; L-2-amino-acetoacetate; alpha-amino-beta-ketobutyrate|BiGG: 2aobut|ChlamyCyc: AMINO-OXOBUT|EcoCyc: AMINO-OXOBUT|KEGG: C03508|MetaCyc: AMINO-OXOBUT",Primary Database,0,E
"2dda7p[c]","2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate",cpd02857,C7H10O10P,-3,,,,,"",02/07/2014,"Name: 2-Dahp; 2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate; 2-Dehydro-3-deoxy-D-arabino-heptonate7-phosphate; 2-dehydro-3-deoxy-D-arabino-heptonate 7-phosphate; 3-Deoxy-D-arabino-hept-2-ulosonate 7-phosphate; 3-Deoxy-D-arabino-heptulosonic acid 7-phosphate; 3-Deoxy-arabino-heptulonate 7-phosphate; 3-deoxy-D-arabino-hept-2-ulosonate 7-phosphate; 3-deoxy-D-arabino-hept-2-ulosonate-7-phosphate; 3-deoxy-D-arabino-heptulosonate 7-phosphate; 3-deoxy-D-arabino-heptulosonate-7-P; 3-deoxy-D-arabino-heptulosonate-7-phosphate; 3-deoxy-arabino-heptulonate 7-phosphate; 3-deoxy-arabino-heptulosonate 7-phosphate; 3-deoxy-arabino-heptulosonate-7-P; 3-deoxy-d-arabino-heptulosonate-7-phosphate; DAHP|AraCyc: 3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P|BiGG: 2dda7p|BrachyCyc: 3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P|KEGG: C04691|MetaCyc: 3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P",Primary Database,0,E
"2ddecg3p[c]","2-dodecanoyl-sn-glycerol 3-phosphate",cpd15350,C15H30O7P1,-1,,,,,"",02/07/2014,"Name: 2-dodecanoyl-sn-glycerol 3-phosphate|BiGG: 2ddecg3p|iAF1260: 2ddecg3p|iMA945: 2ddecg3p",Secondary Database,0,E
"2ddg6p[c]","2-Dehydro-3-deoxy-D-gluconate 6-phosphate",cpd02711,C6H8O9P,-3,,,,,"",02/07/2014,"Name: 2-Dehydro-3-deoxy-6-phospho-D-gluconate; 2-Dehydro-3-deoxy-D-gluconate 6-phosphate; 2-Dehydro-3-deoxy-D-gluconate6-phosphate; 2-Keto-3-deoxy-6-phosphogluconate; 2-dehydro-3-deoxy-6-phospho-D-gluconate; 2-dehydro-3-deoxy-D-gluconate 6-phosphate; 2-dehydro-3-deoxy-D-gluconate-6-phosphate; 2-keto-3-deoxy-6-P-gluconate; 2-keto-3-deoxy-6-phospho-D-gluconate; 2-keto-3-deoxy-6-phospho-gluconate; 2-keto-3-deoxy-6-phosphogluconate; 2-keto-3-deoxygluconate-6-P; 3-deoxy-D-erythro-hex-2-ulosonate-6-phosphate; 3-deoxy-D-erythro-hex-2-ulosonic acid 6-phosphate; 6-Phospho-2-dehydro-3-deoxy-D-gluconate; 6-p-2-k-3-deo-gluconate; 6-phospho-2-dehydro-3-deoxy-D-gluconate; 6-phospho-2-dehydro-3-deoxygluconate; 6-phospho-2-keto-3-deoxygluconate; KDGP; KDPG|BiGG: 2ddg6p|CornCyc: 2-KETO-3-DEOXY-6-P-GLUCONATE|EcoCyc: 2-KETO-3-DEOXY-6-P-GLUCONATE|KEGG: C04442|MetaCyc: 2-KETO-3-DEOXY-6-P-GLUCONATE",Primary Database,0,E
"2ddglcn[c]","2-Dehydro-3-deoxy-D-gluconate",cpd00176,C6H9O6,-1,,,,,"",02/07/2014,"Name: 2-Dehydro-3-deoxy-D-gluconate; 2-Keto-3-deoxy-D-gluconate; 2-dehydro-3-deoxy-D-gluconate; 2-keto-3-deoxy-D-gluconate; 2-keto-3-deoxy-D-gluconic acid; 2-keto-3-deoxygluconate; 3-deoxy-2-oxo-D-gluconate; 3-deoxy-D-erythro-hex-2-ulosonic acid; KDG|BiGG: 2ddglcn|EcoCyc: 2-DEHYDRO-3-DEOXY-D-GLUCONATE|KEGG: C00204|MetaCyc: 2-DEHYDRO-3-DEOXY-D-GLUCONATE|RiceCyc: 2-DEHYDRO-3-DEOXY-D-GLUCONATE",Primary Database,0,E
"2dhp[c]","2-Dehydropantoate",cpd00712,C6H9O4,-1,,,,,"",02/07/2014,"Name: 2-Dehydropantoate; 2-dehydropantoate; 2-keto-pantoate; 2-ketopantoate; ketopantoate|AraCyc: 2-DEHYDROPANTOATE|BiGG: 2dhp|BrachyCyc: 2-DEHYDROPANTOATE|KEGG: C00966|MetaCyc: 2-DEHYDROPANTOATE",Primary Database,0,E
"2dmmq7[c]","2-Demethylmenaquinone 7",cpd25803,C45H62O2,0,C05818,,,,"",02/07/2014,"Name: 2-demethylmenaquinone-7; DMK-7; demethylmenaquinone-7|CornCyc: CPD-9731|MetaCyc: CPD-9731",Primary Database,0,E
"2dmmq8[c]","2-Demethylmenaquinone 8",cpd15352,C50H70O2,0,,,,,"",02/07/2014,"Name: 2-Demethylmenaquinone 8; 2-demethylmenaquinone 8; 2-demethylmenaquinone-8; DMK-8; demethylmenaquinone; demethylmenaquinone 8; demethylmenaquinone-8|BiGG: 2dmmq8|ChlamyCyc: DEMETHYLMENAQUINONE|EcoCyc: DEMETHYLMENAQUINONE|MetaCyc: DEMETHYLMENAQUINONE|RiceCyc: DEMETHYLMENAQUINONE",Primary Database,0,E
"2dmmql8[c]","2-Demethylmenaquinol 8",cpd15353,C50H72O2,0,,,,,"",02/07/2014,"Name: 2-Demethylmenaquinol 8; 2-demethylmenaquinol-8; DMKH2-8; demethylmenaquinol-8|BiGG: 2dmmql8|CornCyc: CPD-12115|EcoCyc: CPD-12115|MetaCyc: CPD-12115; CPD0-2129|iAF1260: 2dmmql8",Primary Database,0,E
"2dr1p[c]","2-Deoxy-D-ribose 1-phosphate",cpd00509,C5H9O7P,-2,C00672,HMDB01351,28542,5460448,"InChI=1S/C5H11O7P/c6-2-4-3(7)1-5(11-4)12-13(8,9)10/h3-7H,1-2H2,(H2,8,9,10)/p-2/t3-,4+,5?/m0/s1",02/07/2014,"Name: 2-Deoxy-D-ribose 1-phosphate; 2-Deoxy-D-ribose1-phosphate; 2-Deoxy-alpha-D-ribose 1-phosphate; 2-deoxy-D-ribose-1-phosphate; 2-deoxy-alpha-D-ribose 1-phosphate; deoxy-D-ribose 1-phosphate; deoxyribose-1-phosphate|AlgaGEM: S_2_45_Deoxy_45_D_45_ribose_32_1_45_phosphate_c|BiGG: 2dr1p|EcoCyc: DEOXY-D-RIBOSE-1-PHOSPHATE|KEGG: C00672|MetaCyc: DEOXY-D-RIBOSE-1-PHOSPHATE",Primary Database,0,E
"2dr5p[c]","2-deoxy-D-ribose 5-phosphate(2-)",cpd00510,C5H9O7P,-2,C00673,HMDB01031,16132,45934311,"InChI=1S/C5H11O7P/c6-2-1-4(7)5(8)3-12-13(9,10)11/h2,4-5,7-8H,1,3H2,(H2,9,10,11)/p-2/t4-,5+/m0/s1",02/07/2014,"Name: 2-Deoxy-D-ribose 5-phosphate; 2-Deoxy-D-ribose5-phosphate; deoxyribose-5-phosphate|AlgaGEM: S_2_45_Deoxy_45_D_45_ribose_32_5_45_phosphate_c|AraGEM: S_2_45_Deoxy_45_D_45_ribose_32_5_45_phosphate_c|BiGG: 2dr5p|JP_Creinhardtii_MSB: M_2dr5p_c|KEGG: C00673",Primary Database,0,E
"2h3oppan[c]","2-Hydroxy-3-oxopropanoate",cpd00843,C3H3O4,-1,,,,,"",02/07/2014,"Name: 2-Hydroxy-3-oxopropanoate; 2-hydroxy-3-oxopropanoate; Tartronate semialdehyde; hydroxymalonaldehydic acid; tartronate semialdehyde; tartronate-S-ald; tartronic semialdehyde|AraCyc: TARTRONATE-S-ALD|BiGG: 2h3oppan|BrachyCyc: TARTRONATE-S-ALD|KEGG: C01146|MetaCyc: TARTRONATE-S-ALD",Primary Database,0,E
"2hdec9eg3p[c]","2-hexadec-9-enoyl-sn-glycerol 3-phosphate",cpd15354,C19H36O7P1,-1,,,,,"",02/07/2014,"Name: 2-hexadec-9-enoyl-sn-glycerol 3-phosphate|BiGG: 2hdec9eg3p|iAF1260: 2hdec9eg3p|iMA945: 2hdec9eg3p",Secondary Database,0,E
"2hdecg3p[c]","2-hexadecanoyl-sn-glycerol 3-phosphate",cpd15355,C19H38O7P1,-1,,,,,"",02/07/2014,"Name: 2-hexadecanoyl-sn-glycerol 3-phosphate|BiGG: 2hdecg3p|iAF1260: 2hdecg3p|iMA945: 2hdecg3p",Secondary Database,0,E
"2ippm[c]","2-Isopropylmaleate",cpd01710,C7H8O4,-2,,,,,"",02/07/2014,"Name: 2-Isopropylmaleate; 2-isopropylmaleate; 2-isopropylmaleic acid; beta-Isopropylmaleate; beta-isopropylmaleate|AraCyc: CPD-9451|BiGG: 2ippm|BrachyCyc: CPD-9451|KEGG: C02631|MetaCyc: CPD-9451",Primary Database,0,E
"2maacoa[c]","2-methylacetoacetyl-CoA(4-)",cpd02124,C26H38N7O18P3S,-4,C03344,HMDB01157,15476,,"InChI=1S/C26H42N7O18P3S/c1-13(14(2)34)25(39)55-8-7-28-16(35)5-6-29-23(38)20(37)26(3,4)10-48-54(45,46)51-53(43,44)47-9-15-19(50-5... <Preview truncated at 128 characters>",02/07/2014,"Name: 2-Methyl-3-acetoacetyl-CoA; 2-Methylacetoacetyl-CoA; 2-methyl-3-acetoacetyl-CoA; 2-methyl-acetoacetyl-CoA; 2-methylacetoacetyl coenzyme A; 2-methylacetoacetyl-CoA; Coenzyme A, S-(2-methyl-3-oxobutanoate); M_2_Methyl_3_acetoacetyl_CoA|AraCyc: 2-METHYL-ACETO-ACETYL-COA|BiGG: 2maacoa|BrachyCyc: 2-METHYL-ACETO-ACETYL-COA|KEGG: C03344|MetaCyc: 2-METHYL-ACETO-ACETYL-COA",Primary Database,0,E
"2mahmp[c]","2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate",cpd02894,C6H8N3O7P2,-3,,,,,"",02/07/2014,"Name: (4-amino-2-methylpyrimidin-5-yl)methyl diphosphate; 2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate; 2-Methyl-4-amino-5-hydroxymethylpyrimidinediphosphate; 2-methyl-4-amino-5-hydroxymethylpyrimidine diphosphate; 4-Amino-2-methyl-5-diphosphomethylpyrimidine; 4-amino-2-methyl-5-(diphosphooxymethyl)pyrimidine; 4-amino-2-methyl-5-diphosphomethylpyrimidine; 4-amino-5-hydroxymethyl-2-methylpyrimidine-PP; HMP-PP|AraCyc: AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP|BiGG: 2mahmp|BrachyCyc: AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP|KEGG: C04752|MetaCyc: AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP",Primary Database,0,E
"2mbcoa[c]","2-methylbutanoyl-CoA(4-)",cpd00760,C26H40N7O17P3S,-4,C01033,HMDB01041,15477,,"InChI=1S/C26H44N7O17P3S/c1-5-14(2)25(38)54-9-8-28-16(34)6-7-29-23(37)20(36)26(3,4)11-47-53(44,45)50-52(42,43)46-10-15-19(49-51(3... <Preview truncated at 128 characters>",02/07/2014,"Name: 2-Methylbutanoyl-CoA; 2-Methylbutyryl-CoA; 2-methylbutanoyl-CoA; 2-methylbutyryl-CoA; M_2_Methyl_butyryl_CoA; S-2-methyl-butyryl-CoA; alpha-methylbutanoyl-CoA; alpha-methylbutyryl-CoA|AraCyc: 2-METHYL-BUTYRYL-COA|BiGG: 2mbcoa|BrachyCyc: 2-METHYL-BUTYRYL-COA|KEGG: C01033|MetaCyc: 2-METHYL-BUTYRYL-COA",Primary Database,0,E
"2mbutACP[c]","2-methylbutanoyl-ACP,2-methylbutyryl-ACP",cpd11495,C16H29N2O8PRS,-1,,,,,"",02/07/2014,"Name: 2-methylbutanoyl-ACP; 2-methylbutyryl-ACP|iAG612: cbs_99",Published Model,0,E
"2me4p[c]","2-C-methyl-D-erythritol 4-phosphate",cpd08286,C5H11O7P,-2,,,,,"",02/07/2014,"Name: 2-C-Methyl-D-erythritol 4-phosphate; 2-C-methyl-D-erythritol 4-phosphate; 2-C-methyl-D-erythritol-4-phosphate; 2-C-methyl-D-erythritol4-phosphate; 2-c-methyl-d-erythritol-4-phosphate; 2-methylerylthritol 4-phosphate; MEP|AraCyc: 2-C-METHYL-D-ERYTHRITOL-4-PHOSPHATE|BiGG: 2me4p|BrachyCyc: 2-C-METHYL-D-ERYTHRITOL-4-PHOSPHATE|KEGG: C11434|MetaCyc: 2-C-METHYL-D-ERYTHRITOL-4-PHOSPHATE",Primary Database,0,E
"2mecdp[c]","2-C-methyl-D-erythritol 2,4-cyclodiphosphate",cpd08301,C5H10O9P2,-2,,,,,"",02/07/2014,"Name: 2-C-Methyl-D-erythritol 2,4-cyclodiphosphate; 2-C-methyl-D-erythritol 2,4-cyclodiphosphate; 2-C-methyl-D-erythritol-2,4-cyclodiphosphate; 2-C-methyl-D-erythritol2-4-cyclodiphosphate; 2-c-methyl-d-erythritol-2,4-cyclodiphosphate; 3-Methyl-1,2,3,4-tetrahydroxybutane-1,3-cyclic bisphosphate; ME-2,4cPP|AraCyc: 2C-METH-D-ERYTHRITOL-CYCLODIPHOSPHATE|BiGG: 2mecdp|BrachyCyc: 2C-METH-D-ERYTHRITOL-CYCLODIPHOSPHATE|KEGG: C11453|MetaCyc: 2C-METH-D-ERYTHRITOL-CYCLODIPHOSPHATE",Primary Database,0,E
"2mop[c]","2-methyl-3-oxopropanoate",cpd00287,C4H5O3,-1,C00349,HMDB01172,16256,296,"InChI=1S/C4H6O3/c1-3(2-5)4(6)7/h2-3H,1H3,(H,6,7)/p-1",02/07/2014,"Name: 2-Methyl-3-oxopropanoate; 3-Oxo-2-methylpropanoate; Methylmalonate semialdehyde; methylmalonate-semialdehyde|BiGG: 2mop; mmtsa|KEGG: C00349|TS_Athaliana: met415_c; met415_m; met415_p; met415_r; met415_v|iAG612: cbs_113|iGT196: 2mop",Primary Database,0,E
"2mpropACP[c]","2-methylpropionyl-ACP,isobutyryl-ACP",cpd11545,C15H27N2O8PRS,-1,,,,,"",02/07/2014,"Name: 2-methylpropionyl-ACP; isobutyryl-ACP|iAG612: cbs_374",Published Model,0,E
"2obut[c]","2-Oxobutanoate",cpd00094,C4H5O3,-1,C00109,HMDB00005,30831,58,"InChI=1S/C4H6O3/c1-2-3(5)4(6)7/h2H2,1H3,(H,6,7)/p-1",02/07/2014,"Name: 2-Ketobutyric acid; 2-Oxobutanoate; 2-Oxobutanoic acid; 2-Oxobutyrate; 2-Oxobutyric acid; 2-keto-butyrate; 2-ketobutyrate; 2-ketobutyric acid; 2-oxo-butyrate; 2-oxobutanoate; 2-oxobutanoic acid; 2-oxobutyrate; 2-oxobutyric acid; a-ketobutyric acid; alpha-Ketobutyrate; alpha-Ketobutyric acid; alpha-ketobutyrate; alpha-ketobutyric acid; alpha-oxobutyric acid|AraCyc: 2-OXOBUTANOATE|BiGG: 2obut|BrachyCyc: 2-OXOBUTANOATE|KEGG: C00109|MetaCyc: 2-OXOBUTANOATE",Primary Database,0,E
"2odec11eg3p[c]","2-octadec-11-enoyl-sn-glycerol 3-phosphate",cpd15357,C21H40O7P1,-1,,,,,"",02/07/2014,"Name: 2-octadec-11-enoyl-sn-glycerol 3-phosphate|BiGG: 2odec11eg3p|iAF1260: 2odec11eg3p|iMA945: 2odec11eg3p",Secondary Database,0,E
"2odecg3p[c]","2-octadecanoyl-sn-glycerol 3-phosphate",cpd15358,C21H42O7P1,-1,,,,,"",02/07/2014,"Name: 2-octadecanoyl-sn-glycerol 3-phosphate|BiGG: 2odecg3p|iAF1260: 2odecg3p|iMA945: 2odecg3p",Secondary Database,0,E
"2ohph[c]","2-Octaprenyl-6-hydroxyphenol",cpd03445,C46H70O2,0,,,,,"",02/07/2014,"Name: 2-Octaprenyl-6-hydroxyphenol; 2-octaprenyl-6-hydroxyphenol; 3-(all-trans-octaprenyl)benzene-1,2-diol; 3-Octaprenylcatechol|AraCyc: 2-OCTAPRENYL-6-HYDROXYPHENOL|BiGG: 2ohph|CornCyc: 2-OCTAPRENYL-6-HYDROXYPHENOL|KEGG: C05811|MetaCyc: 2-OCTAPRENYL-6-HYDROXYPHENOL",Primary Database,0,E
"2ombzl[c]","2-Octaprenyl-6-methoxy-1,4-benzoquinol",cpd15359,C47H72O3,0,,,,,"",02/07/2014,"Name: 2-Octaprenyl-6-methoxy-1,4-benzoquinol; 2-Octaprenyl-6-methoxy-1-4-benzoquinol; 2-methoxy-6-all trans-octaprenyl-1,4-benzoquinol; 2-methoxy-6-all trans-octaprenyl-2-methoxy-1,4-benzoquinol; 2-methoxy-6-octaprenyl-2-methoxy-1,4-benzoquinol; 2-octaprenyl-6-methoxy-1,4-benzoquinol; 2-octaprenyl-6-methoxy-benzene-1,4-diol; 2-octaprenyl-6-methoxyhydroquinone; 2-octaprenyl-6-methoxyquinol|BiGG: 2ombz; 2ombzl|ChlamyCyc: OCTAPRENYL-METHOXY-BENZOQUINONE|CornCyc: OCTAPRENYL-METHOXY-BENZOQUINONE|EcoCyc: OCTAPRENYL-METHOXY-BENZOQUINONE|MetaCyc: OCTAPRENYL-METHOXY-BENZOQUINONE",Primary Database,0,E
"2omhmbl[c]","2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol",cpd03449,C48H74O4,0,,,,,"",02/07/2014,"",,0,E
"2ommbl[c]","2-Octaprenyl-3-methyl-6-methoxy- 1,4-benzoquinol",cpd15361,C48H74O3,0,,,,,"",02/07/2014,"Name: 2-Octaprenyl-3-methyl-6-methoxy- 1,4-benzoquinol; 2-Octaprenyl-3-methyl-6-methoxy-1-4-benzoquinol; 2-Octaprenyl3-methyl-6-methoxy- 1,4-benzoquinol; 2-octaprenyl-3-methyl-6-methoxy-1,4-benzenediol; 2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol; 2-octaprenyl-3-methyl-6-methoxyhydroquinone; 2-octaprenyl-3-methyl-6-methoxyquinol; 6-methoxy-3-methyl-2-all-trans-octaprenyl-1,4-benzoquinol; 6-methoxy-3-methyl-2-octaprenyl-1,4-benzoquinol; 6-methoxy-3-methyl-2-octaprenylquinol|AraCyc: OCTAPRENYL-METHYL-METHOXY-BENZQ|BiGG: 2ommb; 2ommbl|ChlamyCyc: OCTAPRENYL-METHYL-METHOXY-BENZQ|CornCyc: OCTAPRENYL-METHYL-METHOXY-BENZQ|MetaCyc: OCTAPRENYL-METHYL-METHOXY-BENZQ",Primary Database,0,E
"2omph[c]","2-Octaprenyl-6-methoxyphenol",cpd03446,C47H72O2,0,,,,,"",02/07/2014,"Name: 2-Octaprenyl-6-methoxyphenol; 2-methoxy-6-(all-trans-octaprenyl)phenol; 2-methoxy-6-all-trans-octaprenylphenol; 2-octaprenyl-6-methoxyphenol|BiGG: 2omph|ChlamyCyc: 2-OCTAPRENYL-6-METHOXYPHENOL|EcoCyc: 2-OCTAPRENYL-6-METHOXYPHENOL|KEGG: C05812|MetaCyc: 2-OCTAPRENYL-6-METHOXYPHENOL",Primary Database,0,E
"2oph[c]","2-Octaprenylphenol",cpd03444,C46H70O,0,,,,,"",02/07/2014,"Name: 2-Octaprenylphenol; 2-octaprenylphenol|AraCyc: 2-OCTAPRENYLPHENOL|BiGG: 2oph|CornCyc: 2-OCTAPRENYLPHENOL|KEGG: C05810|MetaCyc: 2-OCTAPRENYLPHENOL",Primary Database,0,E
"2p4c2me[c]","2-phospho-4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol",cpd08288,C14H22N3O17P3,-4,,,,,"",02/07/2014,"Name: 2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol; 2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol; 2-phospho-4--cytidine5-diphospho-2-C-methyl-D-erythritol; 4-diphosphocytidyl-2-C-methylerythritol 2-phosphate; 4-diphosphocytidyl-2C-methyl-D-erythritol 2-phosphate; CDP-ME-2P; CDP-methyl-D-erylthritol 2-phosphate|AraCyc: 2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET|BiGG: 2p4c2me|BrachyCyc: 2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET|KEGG: C11436|MetaCyc: 2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET",Primary Database,0,E
"2pg[c]","D-Glycerate 2-phosphate",cpd00482,C3H4O7P,-3,C00631,HMDB03391,17835,439278,"1/C3H7O7P/c4-1-2(3(5)6)10-11(7,8)9/h2,4H,1H2,(H,5,6)(H2,7,8,9)/t2-/m1/s1/f/h5,7-8H",02/07/2014,"Name: 2-P-D-glycerate; 2-Phospho-(R)-glycerate; 2-Phospho-D-glycerate; 2-phospho-(D)-glycerate; 2-phospho-(R)-glycerate; 2-phospho-D-glycerate; 2-phospho-D-glyceric acid; D-2-phosphoglycerate; D-Glycerate 2-phosphate; D-Glycerate2-phosphate|AraCyc: 2-PG|BiGG: 2pg|BrachyCyc: 2-PG|KEGG: C00631|MetaCyc: 2-PG",Primary Database,0,E
"2pglyc[c]","2-phosphonatoglycolate(3-)",cpd00727,C2H2O6P,-3,C00988,HMDB00816,17150,529,"InChI=1S/C2H5O6P/c3-2(4)1-8-9(5,6)7/h1H2,(H,3,4)(H2,5,6,7)/p-3",02/07/2014,"Name: 2-P-glycolate; 2-Phosphoglycolate; 2-phosphoglycolate; Phosphoglycolic acid; phosphoglycolate|AraCyc: CPD-67|BiGG: 2pglyc|BrachyCyc: CPD-67|KEGG: C00988|MetaCyc: CPD-67",Primary Database,0,E
"2tdec7eg3p[c]","2-tetradec-7-enoyl-sn-glycerol 3-phosphate",cpd15362,C17H32O7P1,-1,,,,,"",02/07/2014,"Name: 2-tetradec-7-enoyl-sn-glycerol 3-phosphate|BiGG: 2tdec7eg3p|iAF1260: 2tdec7eg3p|iMA945: 2tdec7eg3p",Secondary Database,0,E
"2tdecg3p[c]","2-tetradecanoyl-sn-glycerol 3-phosphate",cpd15363,C17H34O7P1,-1,,,,,"",02/07/2014,"Name: 2-tetradecanoyl-sn-glycerol 3-phosphate|BiGG: 2tdecg3p|iAF1260: 2tdecg3p|iMA945: 2tdecg3p",Secondary Database,0,E
"33hmeoxobut[c]","2-Oxo-3-hydroxyisovalerate",cpd02569,C5H7O4,-1,,,,,"",02/07/2014,"Name: 2-Oxo-3-hydroxyisovalerate; 2-oxo-3-hydroxyisovalerate; 3-Hydroxy-3-methyl-2-oxobutanoate; 3-Hydroxy-3-methyl-2-oxobutanoic acid; 3-hydroxy-3-methyl-2-oxobutanoate|AlgaGEM: S_3_45_Hydroxy_45_3_45_methyl_45_2_45_oxobutanoic_32_acid_c|AraGEM: S_3_45_Hydroxy_45_3_45_methyl_45_2_45_oxobutanoic_32_acid_c|BiGG: 3hmoa|KEGG: C04181|MetaCyc: CPD-231",Primary Database,0,E
"34hpp[c]","3-(4-hydroxyphenyl)pyruvate",cpd00868,C9H7O4,-1,C01179,HMDB00707,15999,979,"InChI=1S/C9H8O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,10H,5H2,(H,12,13)/p-1",02/07/2014,"Name: 3-(4-Hydroxyphenyl)pyruvate; 3-(4-hydroxyphenyl)pyruvate; 3--4-Hydroxyphenylpyruvate; 4-Hydroxyphenylpyruvate; 4-hydroxyphenylpyruvate; hydroxyphenylpyruvate; p-Hydroxyphenylpyruvic acid; p-hydroxyphenylpyruvate; p-hydroxyphenylpyruvic acid|AraCyc: P-HYDROXY-PHENYLPYRUVATE|BiGG: 2h34hppr; 34hpp|BrachyCyc: P-HYDROXY-PHENYLPYRUVATE|KEGG: C01179|MetaCyc: P-HYDROXY-PHENYLPYRUVATE",Primary Database,0,E
